text,datum,statsminister
Offentlighetsprincipen och meddelarfriheten ska gälla alla aktörer som verkar inom den skattefinansierade välfärden. Företag i välfärdssektorn ska öppet redovisa sin ekonomi på enhetsnivå. ,2014-10-03,Stefan Löfven
"Överenskommelsen i friskolekommittén ligger fast. Men syftet med skolverksamhet ska vara utbildning, inte att dela ut vinst till ägarna. Kommunerna ges ett avgörande inflytande över nya skoletableringar som hindrar arbetet för att motverka ",2014-10-03,Stefan Löfven
10 ,2014-10-03,Stefan Löfven
"segregation. Skolan ska inte vara en marknad, utan ett demokratiskt fundament. ",2014-10-03,Stefan Löfven
Herr talman! ,2014-10-03,Stefan Löfven
** * ,2014-10-03,Stefan Löfven
"Svensk hälso- och sjukvård ska vara världsledande. Tillgången till professionella medarbetare, den allra senaste kunskapen och de mest avancerade behandlingsmetoderna ska förbättras. ",2014-10-03,Stefan Löfven
Dagens nationella riktlinjer ska bli obligatoriska för att säkra en likvärdig sjukvård. Principen att vård ska fördelas efter behov ska hävdas. Privata försäkringspatienter ska inte gå förbi den offentligfinansierade vårdkön. ,2014-10-03,Stefan Löfven
En kommission för jämlik hälsa tillsätts. Arbetet för att förbättra folkhälsan stärks bland annat genom en tydligare ansvarsfördelning och bättre uppföljning. Regeringens mål är att de påverkbara hälsoklyftorna ska slutas inom en generation. ,2014-10-03,Stefan Löfven
"Allt fler unga, särskilt kvinnor, hbtq-personer och personer med funktionsnedsättning, mår dåligt i dagens samhälle. Sjukvården behöver förstärkas så att det blir lättare att få hjälp med ätstörningar, ångest eller depressioner. Psykiskt sjuka och personer med funktionsnedsättning ska få bättre möjlighet till vård, boende, rehabilitering och sysselsättning. ",2014-10-03,Stefan Löfven
** * ,2014-10-03,Stefan Löfven
Ett aktivt och gott liv efter arbetslivet ska stimuleras. Äldreomsorgen ges ökad kvalitet genom mer personal. En långsiktig kvalitetsplan för den svenska äldreomsorgen tas fram i bred samverkan. ,2014-10-03,Stefan Löfven
11 ,2014-10-03,Stefan Löfven
Den blocköverskridande pensionsreformen är en förutsätt- ning för ett tryggat pensionssystem. Arbetet i pensionsarbets- gruppen fortsätter. ,2014-10-03,Stefan Löfven
Att pensioner beskattas hårdare än lön är inte rimligt. Steg tas för att ta bort klyftan mellan beskattning av pension och lön. Det är en fråga om rättvisa och respekt över generations- gränserna. ,2014-10-03,Stefan Löfven
** * ,2014-10-03,Stefan Löfven
"Ett samlat arbete i nära dialog med landets kommuner påbörjas för att hitta organisatoriska, ekonomiska och verksamhetsmässiga lösningar som tryggar en god välfärd i hela landet. De landsting som så önskar ges möjlighet att bli regioner. ",2014-10-03,Stefan Löfven
Förvaltningspolitiken och myndighetsstyrningen prioriteras upp. Professionerna i den offentliga sektorn behöver stärkas. Nya styrmodeller som skapar större frihet för medarbetarna i offentlig sektor ska utvecklas. ,2014-10-03,Stefan Löfven
** * ,2014-10-03,Stefan Löfven
"Sjukförsäkringen ska hjälpa människor tillbaka till arbete och egen försörjning. Taket i sjukförsäkringen höjs och den bortre tidsgränsen i sjukpenningen tas bort. Övriga tidsgränser ses över. Rehabiliteringen stärks, liksom skyddet vid sjukdom för studerande. Så skapar vi trygghet i livets mest utsatta stunder. ",2014-10-03,Stefan Löfven
** * ,2014-10-03,Stefan Löfven
Herr talman! ,2014-10-03,Stefan Löfven
"Karin Boye har skrivit: ”Det finns få saker som säger mer om en människa än hennes bild av livet: om hon ser det som en väg, ett fältslag, ett växande träd eller ett rullande hav.” ",2014-10-03,Stefan Löfven
12 ,2014-10-03,Stefan Löfven
"Alla ska ha rätt och möjlighet att utöva kultur, oavsett deras bild av livet. Ett samhälle behöver inte bara ekonomisk tillväxt utan också demokratisk. För det behövs en fri och frispråkig kultur, fria konstnärer, poeter och public service. Det behövs folkbildning, folkrörelser, bibliotek – jämlik och kostnadsfri tillgång till platser där kulturella och mänskliga möten kan ske. Amatörkulturen och det professionella kulturlivet ska få växa i samspel. Kulturen och skapandet ska stärkas i skolan. Fri entré införs på de statliga muséerna. ",2014-10-03,Stefan Löfven
"De ideella krafterna inom idrottsrörelsen och det breda föreningslivet gör ovärderliga insatser för att engagera och aktivera barn och unga. Därför ska barn och ungdomar få bättre möjligheter och lägre avgifter för att delta i idrott, friluftsverksamhet och kultur- och musikskola. En nationell strategi för kultur- och musikskolan tas fram. ",2014-10-03,Stefan Löfven
Sverige ska vara ett av de allra bästa länderna att växa upp i. Regeringen påbörjar arbetet att göra FN:s barnkonvention till svensk lag. ,2014-10-03,Stefan Löfven
** * ,2014-10-03,Stefan Löfven
Herr talman! ,2014-10-03,Stefan Löfven
"Rasismen och fördomarna i vårt samhälle begränsar människors liv. De skapar hinder och murar. De reducerar oss till vår hudfärg, vår sexuella läggning eller könsidentitet, vår religion eller vårt ursprung. Det är oacceptabelt i ett demo- kratiskt samhälle. ",2014-10-03,Stefan Löfven
"Det senaste året har människor runt om i Sverige ställt sig upp mot rasismen, för alla människors lika värde. Det är genom många människors engagemang som vi kan hindra att antidemokratiska idéer får fotfäste i vårt land eller i våra ",2014-10-03,Stefan Löfven
13 ,2014-10-03,Stefan Löfven
"folkvalda församlingar. Antisemitism, antiziganism, islamofobi och afrofobi ska inte ha någon plats i Sverige. ",2014-10-03,Stefan Löfven
Samtalet kring demokratins principer och alla människors lika värde måste ständigt pågå. Sverige ska säkra de nationella minoriteternas rättigheter. Grund- och gymnasieskolor ska i sitt värdegrundsarbete motverka rasism. Ett nationellt kunskaps- och resurscentrum för forskning om rasism inrättas. Regeringen kommer att sprida de lyckade modeller som finns för att minska rekryteringen av människor till rasistiska organisationer. ,2014-10-03,Stefan Löfven
** * ,2014-10-03,Stefan Löfven
Sverige ska ha en human asylpolitik och vara en fristad för dem som flyr undan förföljelse och förtryck. En bred uppslutning kring migrationspolitiken är en styrka för vårt land. Alla Sveriges kommuner ska ta ett solidariskt ansvar för flyktingmottagandet. Mottagandet förstärks med ytterligare resurser till SFI och möjligheter för nyanlända att komplettera sin utbildning. ,2014-10-03,Stefan Löfven
Överenskommelsen om migrationspolitiken ligger fast. Breda uppgörelser i riksdagen inom migrationspolitiken kommer att eftersträvas. ,2014-10-03,Stefan Löfven
Sverige ska verka inom EU för att skapa fler lagliga vägar för att söka asyl inom unionen samt för att öka mottagandet av kvotflyktingar i andra länder. Fler av EU:s medlemsstater ska ta ansvar för flyktingmottagandet. ,2014-10-03,Stefan Löfven
** * ,2014-10-03,Stefan Löfven
Fler utlandsfödda svenskar ska komma snabbt in i arbete. Alla steg i mottagandet ska syfta till att hitta jobb. Ett nationellt och permanent finansierat system för validering införs. Fler ska få hjälp om de blivit diskriminerade. ,2014-10-03,Stefan Löfven
14 ,2014-10-03,Stefan Löfven
"Idén att bedriva en integrationspolitik som är skild från jobb-, utbildnings- och välfärdspolitik är föråldrad. Integrations- ministern avskaffas. Vägen in i Sverige - och rätten till jobb och välfärd - är en angelägenhet för alla. ",2014-10-03,Stefan Löfven
** * ,2014-10-03,Stefan Löfven
Herr talman! ,2014-10-03,Stefan Löfven
Under sommaren har vi sett omfattande naturkatastrofer. Förändringar av klimatet medför att vi i ökad utsträckning kan drabbas av extrema väderhändelser. Det kräver både klimat- anpassning och stärkt krishanteringsförmåga. Ansvaret för samhällets krishanteringsförmåga samlas under Justitiedeparte- mentet. ,2014-10-03,Stefan Löfven
Polisen har en avgörande roll i brottsbekämpningen och behöver professionaliseras ytterligare. Ett grundläggande steg är sammanslagningen av länspolismyndigheterna och Rikspolis- styrelsen till en samlad nationell polismyndighet. ,2014-10-03,Stefan Löfven
Arbetet mot organiserad brottslighet och hatbrott kommer att prioriteras och samverkan med tull och kustbevakning förstärkas. Ett arbete påbörjas med att göra polisutbildningen till en högskoleutbildning. ,2014-10-03,Stefan Löfven
"Regeringen ska i Sverige och EU verka för att stärka rättssäkerheten och den personliga integriteten, bland annat när det gäller datalagring. Datainspektionen och den parlamentariska integritetskommissionen ska göra en översyn av befintlig lagstiftning, också i ljuset av att allt fler privata aktörer samlar in information om konsumenter. ",2014-10-03,Stefan Löfven
** * ,2014-10-03,Stefan Löfven
15 ,2014-10-03,Stefan Löfven
Herr talman! ,2014-10-03,Stefan Löfven
"Regeringen tillträder i en mycket orolig tid. Allvarliga konflikter pågår bland annat i Ukraina, i Irak och i Syrien. ",2014-10-03,Stefan Löfven
"Sverige ska vara en stark röst i världen för frihet, fred, mänskliga rättigheter och solidaritet. Vi ska aktivt delta i det internationella samarbetet, för att både FN och EU ska axla ett större ansvar för att lösa konflikterna och ge hjälp åt dem som drabbas. ",2014-10-03,Stefan Löfven
"Rysslands annektering av Krim är ett folkrättsbrott. Ryss- lands destabilisering av Ukraina måste upphöra. Utvecklingen i vårt östra grannskap kommer att bli en av våra största utmaningar. Sverige ska verka för att EU tar ett större ansvar för säkerhet och utveckling, såväl globalt som i EU:s närområde. ",2014-10-03,Stefan Löfven
"Sveriges röst ska alltid vara klar och tydlig när människo- värdet kränks. Mänskliga rättigheter, folkrätt, internationell nedrustning och arbetet mot terrorism och massförstörelsevapen ska vara hörnstenar i svensk utrikespolitik. Därför vill vi se ett starkt och reformerat FN, där Sveriges kandidatur till FN:s säkerhetsråd drivs aktivt. ",2014-10-03,Stefan Löfven
Kriget i Syrien och den Islamiska statens terror är tydliga hot mot internationell säkerhet. Den etniska rensningen måste stoppas. Den irakiska regeringen och Kurdistans regionala regering är i akut behov av humanitärt stöd för att kunna hantera situationen. Regeringen står bakom Förenta Nationernas kamp mot IS. ,2014-10-03,Stefan Löfven
"Konflikten mellan Israel och Palestina kan endast lösas genom en tvåstatslösning, framförhandlad i enlighet med folkrättens principer. Den måste garantera såväl palestiniernas som israelernas legitima krav på nationellt självbestämmande och säkerhet. En tvåstatslösning förutsätter ömsesidigt erkännande ",2014-10-03,Stefan Löfven
16 ,2014-10-03,Stefan Löfven
och vilja till fredlig samexistens. Därför kommer Sverige att erkänna staten Palestina. ,2014-10-03,Stefan Löfven
Vid sidan av fredsinsatserna i Mali och utanför Somalias kust avser regeringen att under hösten återkomma till riksdagen med förslag om den fortsatta övergången till stödjande insatser i Afghanistan. Biståndet till Afghanistan ska vara starkt och långsiktigt. ,2014-10-03,Stefan Löfven
"För att stärka vår säkerhet och förbättra vårt miljöskydd behöver vårt närområde i Arktis, Kattegatt, Skagerrak och Östersjön skyddas. Regeringen kommer att ta initiativ till en mer aktiv politik i närområdet. ",2014-10-03,Stefan Löfven
Den svenska militära alliansfriheten tjänar alltjämt vårt land väl. Den skapar en god grund för ett aktivt ansvarstagande för såväl vår egen som andras säkerhet. Sverige ska inte söka medlemskap i Nato. ,2014-10-03,Stefan Löfven
"En modern svensk säkerhetspolitik byggs i stället på ett ökat samarbete inom Norden, Östersjöområdet, EU och FN. Sverige ska inte förhålla sig passivt om en katastrof eller ett angrepp skulle drabba ett EU-land eller ett nordiskt land och vi förväntar oss att dessa länder agerar på samma sätt om Sverige drabbas. Vårt land ska både kunna ge och ta emot stöd såväl civilt som militärt. ",2014-10-03,Stefan Löfven
Det svenska försvaret och dess folkliga förankring ska stärkas. Regeringen vill stärka det nordiska försvarssamarbetet – inte minst det svensk-finska. Ett brett samarbete i riksdagen i försvarsfrågorna är centralt för vårt land. Försvarsberedningens förslag ska genomföras. ,2014-10-03,Stefan Löfven
** * ,2014-10-03,Stefan Löfven
17 ,2014-10-03,Stefan Löfven
Det svenska biståndet ska riktas mot att minska fattigdomen och orättvisorna i världen samt stärka miljön och demokratin. En ny biståndspolitisk plattform tas fram i samverkan med alla aktörer på biståndsområdet. Miljö- och klimatbiståndet ska höjas och utvecklas. Insatser för kvinnors egenförsörjning och självbestämmande stärks. ,2014-10-03,Stefan Löfven
"Sverige ska vara en engagerad och konstruktiv medlem av den Europeiska unionen. Prioriterade svenska intressen ska drivas aktivt. Frågor om fler jobb och ordning och reda på arbetsmarknaden, ökad jämställdhet samt en framåtsyftande miljö- och klimatpolitik är av särskilt intresse. EU:s kris- hantering måste utvecklas såväl globalt som i EU:s närområden. ",2014-10-03,Stefan Löfven
Lika lön för lika arbete enligt lagar och avtal i arbetslandet är en princip som ska gälla i hela Europa. Regeringen kommer att påbörja ett arbete för att åstadkomma en ändring av EU:s fördrag som slår fast att den fria rörligheten för företag inte kan användas för att kringgå nationella lagar och kollektivavtal. ,2014-10-03,Stefan Löfven
"Alla politiska beslut ska ta hänsyn till mänskliga rättigheter, människors demokratiska delaktighet, bekämpningen av fattig- dom och sträva mot en hållbar utveckling globalt. ",2014-10-03,Stefan Löfven
** * ,2014-10-03,Stefan Löfven
Herr talman! ,2014-10-03,Stefan Löfven
Jag ser framför mig i denna kammare det svenska folkets främsta företrädare. ,2014-10-03,Stefan Löfven
"Vi representerar olika intressen och ideologier, olika landsdelar och livsåskådningar. Det är en styrka för demokratin. ",2014-10-03,Stefan Löfven
Det som nu ankommer oss är att i ett svårt parlamentariskt läge finna en väg framåt för Sverige. ,2014-10-03,Stefan Löfven
18 ,2014-10-03,Stefan Löfven
Nu behöver vi söka det som förenar snarare än det som drar isär. ,2014-10-03,Stefan Löfven
Nu behöver vi sätta Sveriges bästa framför taktik och prestige. Nu behöver vi enas i viljan till ansvar för vårt land. ,2014-10-03,Stefan Löfven
Regeringen kommer att ta sin fulla del av ansvaret. Vi tänker vara en samarbetsregering för hela Sverige. Vi kommer att söka breda uppgörelser i riksdagen för att säkra centrala politiska reformer. ,2014-10-03,Stefan Löfven
"Vi är redo. Oavsett om det är den höga arbetslösheten, de sjunkande skolresultaten, den bristande välfärden eller det växande klimathotet så är vi redo att ta oss an dem tillsammans. ",2014-10-03,Stefan Löfven
Därför att vi vet att Sverige bär på en underbar styrka. ,2014-10-03,Stefan Löfven
Vår vilja till sammanhållning och samarbete i svåra stunder har gång på gång säkrat ett bättre samhälle för kommande generationer. ,2014-10-03,Stefan Löfven
"Nu antar vi utmaningen igen, och bygger ett land som kan se med hopp och förväntan mot framtiden. ",2014-10-03,Stefan Löfven
19,2014-10-03,Stefan Löfven
"Regeringsförklaring, 20150915, Stefan Löfven",2015-09-15,Stefan Löfven
"Eders Majestäter, Eders Kungliga Högheter, Herr talman, Ärade ledamöter av Sveriges riksdag! ",2015-09-15,Stefan Löfven
Vad ska den blågula flaggan symbolisera? När polariseringen ökar och oron sprids så behöver vi samla oss kring vilket Sverige vi vill ha. ,2015-09-15,Stefan Löfven
Vad vill vi berätta för våra barn och barnbarn om det samhälle där de växer upp? ,2015-09-15,Stefan Löfven
Vad vill vi beskriva när vi åker utomlands och får frågor om vårt land? ,2015-09-15,Stefan Löfven
Vad vill vi att Sverige ska stå för? ,2015-09-15,Stefan Löfven
"Jag tror på ett Sverige som vi skapar tillsammans, som är något större än bara en sammanslutning av människor på en geografisk yta, som är en gemenskap där vi känner ansvar för varandra. ",2015-09-15,Stefan Löfven
Där människors engagemang och vilja till arbete är det som bygger samhället starkt. Där vi välkomnar människor som flyr undan krig och förtryck. ,2015-09-15,Stefan Löfven
"Där ingen lämnas efter, men ingen heller hålls tillbaka. ",2015-09-15,Stefan Löfven
"Ett öppet Sverige där vi både strävar efter att ha de mest högteknologiska företagen, spetsforskning och miljöteknik i den absolut framkanten och att bli det mest jämställda och jämlika landet i världen. ",2015-09-15,Stefan Löfven
För ett sammanhållet och solidariskt samhälle är en förutsättning för ett rikt och välmående land. ,2015-09-15,Stefan Löfven
"Sverige ska vara ett land i arbete. Investeringar görs nu i nya bostäder och infrastruktur, i företagande och på att utbilda människor till jobb. Så pressas arbetslösheten tillbaka. ",2015-09-15,Stefan Löfven
"De stora behoven i svensk skola möts nu med investeringar i lärarkåren, fler anställda, mindre barngrupper och i en jämlik skola. Så kan kunskapsresultaten höjas. ",2015-09-15,Stefan Löfven
Klimatomställningen skyndas nu på för att det är nödvändigt för planetens framtid och för att det stärker vår konkurrenskraft och livskvalitet. Så tar vi täten i klimatarbetet. ,2015-09-15,Stefan Löfven
Detta är vårt gemensamma framtidsprojekt. Så bygger vi ett Sverige att vara stolt över. ,2015-09-15,Stefan Löfven
*** ,2015-09-15,Stefan Löfven
"Riksdagens partier har under det förra riksdagsåret ingått flera viktiga överenskommelser. Nu finns bland annat en bred enighet kring budgetprocessen, försvaret, vapenexporten, betygen, presstödet, amorteringskraven för bolån, militära insatser i Mali och Irak samt ett fortsatt gott samarbete kring pensionssystemet. Det är en styrka för vårt land. Samarbets- regeringen vill inledningsvis rikta ett tack till alla som konstruktivt medverkat i dessa överenskommelser. ",2015-09-15,Stefan Löfven
Herr talman! ,2015-09-15,Stefan Löfven
Säkerhetsläget i vår närhet har försämrats. ,2015-09-15,Stefan Löfven
"Den ryska aggressionen och destabiliseringen av Ukraina är den allvarligaste utmaningen mot den europeiska säkerhets- ordningen sedan det kalla krigets slut. Rysslands illegala annektering av Krim är ett brott mot folkrätten. Gränser får inte ändras med våld. Stödet till Ukraina fortsätter, såväl politiskt som ekonomiskt. ",2015-09-15,Stefan Löfven
Ett modernt totalförsvar skapas för att möta de utmaningar som följer av det förändrade säkerhetspolitiska läget. Den ,2015-09-15,Stefan Löfven
2 ,2015-09-15,Stefan Löfven
blocköverskridande överenskommelsen lägger grunden för försvarets framtida inriktning. Försvarsanslagen höjs. Den militära förmågan ökas successivt. Samtidigt fördjupas våra internationella samarbeten. Det svensk-finska samarbetet har särskild prioritet. Den svenska militära alliansfriheten tjänar alltjämt vårt land väl. ,2015-09-15,Stefan Löfven
"Ett brett arbete påbörjas för en tydlig politik för Sveriges säkerhet. Hoten mot vår säkerhet är föränderliga och komplexa. Terrorism, digital sårbarhet, epidemier och klimatförändringar är exempel på nutida hot. Flera partier bjuds in för att delta i detta arbete. ",2015-09-15,Stefan Löfven
Sveriges kandidatur till FN:s säkerhetsråd är ett konkret uttryck för regeringens vilja att ta ett större ansvar för fred och säkerhet. Sverige ska verka för ett aktivt konfliktförebyggande arbete med tidiga insatser. Ansträngningarna för att lösa pågående krig och konflikter måste intensifieras. För att nå en tvåstatslösning mellan Israel och Palestina måste direkta förhandlingar inledas. ,2015-09-15,Stefan Löfven
"Också de humanitära insatserna måste förstärkas och effektiviseras. Sverige fortsätter att vara en av världens största givare av humanitärt bistånd. Vi ska vara en stark röst i världen för frihet, fred, mänskliga rättigheter och solidaritet. ",2015-09-15,Stefan Löfven
*** ,2015-09-15,Stefan Löfven
"Kriget i Syrien fortsätter att orsaka ett enormt mänskligt lidande. Regeringen fördömer Assadregimens omfattande attacker mot civila och ISIL:s barbariska övergrepp. Särskilt upprörande är det systematiska våldet mot kvinnor och barn. 250 000 människor har mist livet. Ett ökat tryck på Assad- regimen, och de stater som stödjer den, krävs för att nå en politisk lösning. ",2015-09-15,Stefan Löfven
3 ,2015-09-15,Stefan Löfven
"Sverige vill att EU samlar sig till en mer aktiv och pådrivande roll, i kontakt med länder i regionen, och konstruktivt stödjer FN:s sändebud för Syrien. Sverige vill se att en internationell kontaktgrupp bildas med USA, Ryssland, regionala parter och EU för att främja FN:s ansträngningar. Och det brådskar. FN:s säkerhetsråd och dess stormakter, måste ta sitt ansvar för att få ett slut på detta blodbad. ",2015-09-15,Stefan Löfven
Miljoner människor flyr undan kriget. Fler länder måste göra mer för att erbjuda människor skydd. Sverige ökar stödet till FN:s flyktingkommissaries hjälpinsatser på plats. Räddnings- insatserna på Medelhavet fortsätter. Lagliga vägar för att söka asyl måste finnas. ,2015-09-15,Stefan Löfven
Sverige står upp för asylrätten. I tider av kris är den som viktigast. Den som flyr från krig och förtryck ska kunna få skydd i Sverige. Den som saknar skäl att stanna ska återvända. Sverige har en reglerad invandring. ,2015-09-15,Stefan Löfven
Ansvaret för asylsökande måste delas. Det gäller i EU – mellan EU:s medlemsländer. Inget land ska smita undan sitt ansvar. Och det gäller i Sverige – mellan kommunerna. Ingen kommun ska kunna smita undan sitt ansvar. ,2015-09-15,Stefan Löfven
"Många människor gör i dag viktiga insatser. Det är lärare som gör sitt yttersta för att ge barn en ny start i Sverige. Det är fotbolls- och bandytränare som välkomnar nya spelare i laget. Det är volontärer som hjälper till med läxor. Så kan dagens nyanlända, precis som de som en gång flydde diktaturens Chile eller kriget på Balkan, snabbare bli en del av vårt samhälle och vara med och bygga Sverige. Det är insatser som regeringen hyllar. ",2015-09-15,Stefan Löfven
"Jag kommer att kalla till en nationell samling, Sverige till- sammans, för en ännu bättre etablering. Kommuner, regioner, civilsamhället, idrottsrörelsen, trossamfund, myndigheter, ",2015-09-15,Stefan Löfven
4 ,2015-09-15,Stefan Löfven
näringsliv och fackföreningar med flera bjuds in för att ta fram de bästa lösningarna för ett starkt svenskt mottagande. ,2015-09-15,Stefan Löfven
I många kommuner är situationen ansträngd. En stor satsning genomförs därför för snabbare etablering. Kommunerna ges ökade resurser för att förbättra svenskundervisningen för vuxna och skolgången för barn och unga. Den statliga ersättningen för mottagande av nyanlända höjs rejält. Ersättning för ensam- kommande barn och unga anpassas så att den blir mer förutsäg- bar och kostnadseffektiv. ,2015-09-15,Stefan Löfven
Alla vuxna som kommer till Sverige ska få arbeta och göra rätt för sig. Svenskundervisning ska börja redan på asylboendet. En valideringssatsning görs för att snabbare identifiera människors kompetens. Snabbspår in på arbetsmarknaden utarbetas. ,2015-09-15,Stefan Löfven
"Så kan de människor som flytt krig och förföljelse påbörja nya liv. Så står Sverige bättre rustat för den demografiska utvecklingen. Så blir det som nu är en utmaning, en tillgång för Sverige. ",2015-09-15,Stefan Löfven
*** Anna Lindh påminde oss om varför EU en gång skapades. ,2015-09-15,Stefan Löfven
"”Stater som i generationer bekämpat varandra, skulle med ekonomiskt samarbete och vardaglig sammanflätning förhindra väpnade konflikter i Europa. Krig är osannolikt mellan länder som är ömsesidigt beroende av varandra – ekonomiskt, socialt och politiskt.” ",2015-09-15,Stefan Löfven
"Flyktingkrisen, den ekonomiska krisen i Grekland och den kommande folkomröstningen i Storbritannien utmanar på olika sätt det europeiska samarbetet. Sverige arbetar för ett starkt och sammanhållet Europa, där fler jobb skapas, där jämställdheten ökar och där klimatpolitiken är ambitiös. Lika lön för likvärdigt ",2015-09-15,Stefan Löfven
5 ,2015-09-15,Stefan Löfven
arbete enligt lagar och avtal i arbetslandet är en princip som ska gälla i hela EU. På svenskt initiativ driver nu flera länder på för att den fria rörligheten inte ska kunna användas för att kringgå nationella lagar och kollektivavtal. Så kan ett medborgarnas EU skapas – ett EU som visar sin nytta i människors vardag. ,2015-09-15,Stefan Löfven
Herr talman! ,2015-09-15,Stefan Löfven
Hårt arbete ligger framför oss. ,2015-09-15,Stefan Löfven
Under flera år har svensk produktivitet och konkurrenskraft sjunkit. Underskotten i statens finanser har vuxit. Arbetslös- heten har ökat. Klyftorna har vidgats. Skolresultaten har fallit. Miljöarbetet har prioriterats ned. ,2015-09-15,Stefan Löfven
Men nu har arbetet inletts för att vända utvecklingen. Målet är högt ställt. Sysselsättningen och antalet arbetade timmar ska öka så att Sverige år 2020 når EU:s lägsta arbetslöshet. ,2015-09-15,Stefan Löfven
En ansvarsfull ekonomisk politik är grunden. Ordning och reda i de offentliga finanserna är en förutsättning för fler jobb och en hållbar finansiering av välfärden. Kortsiktiga skatte- sänkningar får stå tillbaka till förmån för långsiktiga investeringar. Underskotten betas av. ,2015-09-15,Stefan Löfven
Steg för steg ska jobbmålet nås genom Sveriges nya jobbagenda. Den består av tre delar: ,2015-09-15,Stefan Löfven
Den första är framtidsinvesteringar. ,2015-09-15,Stefan Löfven
En stor bostadspolitisk satsning genomförs. Ett investeringsstöd riktat mot mindre och energieffektiva lägenheter introduceras. En särskild stimulans införs för att snabbt uppföra fler studentbostäder. En byggbonus riktas till kommuner där det byggs nya bostäder. ,2015-09-15,Stefan Löfven
6 ,2015-09-15,Stefan Löfven
"Järnvägs- och vägunderhållet förstärks i hela landet, från norr till söder. Infrastrukturinvesteringar som leder till fler bostäder, bättre godstransporter och pålitlig arbetspendling prioriteras. Investeringarna i infrastrukturen ökar med drygt 40 procent fram till 2019. ",2015-09-15,Stefan Löfven
Sverige ska vara ett av världens främsta forskningsländer. ,2015-09-15,Stefan Löfven
Under året arbetas en ny forskningsproposition fram med ett tioårigt perspektiv. ,2015-09-15,Stefan Löfven
Takten ökas i klimatomställningen. Satsningen på miljö- och klimatteknik för att stärka företagens innovationskraft utökas. Investeringsstödet Klimatklivet riktas till det som ger störst effekt på klimatutsläppen. ,2015-09-15,Stefan Löfven
Den andra delen av Sveriges nya jobbagenda är en aktiv näringspolitik för fler och växande företag. ,2015-09-15,Stefan Löfven
En strategi för nyindustrialisering tas fram. Den industrinära forskningen utvecklas. Sverige ska bli ett mer attraktivt land för investeringar inom modern industriell verksamhet. ,2015-09-15,Stefan Löfven
"Statens riskkapital reformeras för att stödja innovativa företag i hela landet. Företag i tidiga och växande utvecklingsskeden prioriteras. Innovationsrådet har hittills identifierat tre sam- verkansprogram inom Life science, miljö- och klimatteknik samt digitalisering. ",2015-09-15,Stefan Löfven
En modern näringspolitik skapar jobb i hela landet. Skogen – det gröna guldet – ska bidra till fler jobb och brukas hållbart. Arbetet med ett nationellt skogsprogram fortsätter. Sveriges potential som turistdestination med fokus på natur- och ekoturism tas tillvara. En livsmedelsstrategi arbetas fram för att öka produktionen i hela livsmedelskedjan och möta efterfrågan på ekologisk mat. En regionreform förbereds. Omfattande ,2015-09-15,Stefan Löfven
7 ,2015-09-15,Stefan Löfven
satsningar görs på bredbandsutbyggnad. Stödet till grund- läggande kommersiell service till glesbygden utökas. ,2015-09-15,Stefan Löfven
"En exportoffensiv inleds. Exporten underlättas för små- och medelstora företag. Svensk närvaro ökar på tillväxtmarknader. En samordningsfunktion, Team Sweden, ska effektivisera och stärka statens exportfrämjande. En exportstrategi presenteras under året. ",2015-09-15,Stefan Löfven
"En fri och rättvis världshandel främjas. Förhandlingarna om ett handelsavtal mellan EU och USA, TTIP, fortsätter. Ett så ambitiöst resultat som möjligt ska nås, utan att äventyra löntagarnas intressen, skyddet för miljön, människors eller djurs hälsa. Avtalet ska respektera demokratiskt fattade beslut. ",2015-09-15,Stefan Löfven
Den tredje delen av Sveriges nya jobbagenda är satsningar på matchning och kompetens. ,2015-09-15,Stefan Löfven
375 000 människor är arbetslösa Sverige. Samtidigt finns över 80 000 lediga jobb. Det är ett stort slöseri. Nu inleds arbetet för att förbättra ,2015-09-15,Stefan Löfven
"matchningen och ta tillvara all kompetens. Ingen människas vilja att utbilda sig, förbättra sin kompetens eller gå framåt i karriären ska förslösas. ",2015-09-15,Stefan Löfven
"Ett nytt kunskapslyft sjösätts med 50 000 nya utbildnings- möjligheter 2016. Fler ges möjlighet att studera på yrkeshögskola, folkhögskola, högskola, yrkesvux och komvux. Alla vuxna får 2017 rätt att studera på komvux för att få gymnasiekompetens och behörighet till högre studier. ",2015-09-15,Stefan Löfven
"Ingen ung ska dömas till långtidsarbetslöshet. Unga ska plugga eller jobba. Arbetet för att ge unga under 25 år utbildning, arbete eller praktik inom 90 dagar påbörjas nu i landets kommuner. Traineejobb och utbildningskontrakt byggs ut. ",2015-09-15,Stefan Löfven
8 ,2015-09-15,Stefan Löfven
Fas 3 ska avvecklas. Arbetsmarknadspolitiken ska inte för- passa människor till en återvändsgränd i arbetslivet. Extratjänster införs. Långtidsarbetslösa ges möjlighet att studera med bibehållet aktivitetsstöd. ,2015-09-15,Stefan Löfven
Upphandlingar ska användas strategiskt. Krav ska kunna ställas på att långtidsarbetslösa får jobb eller praktik. Trafikverket har som första myndighet fått detta uppdrag. ,2015-09-15,Stefan Löfven
"Möjligheter till delaktighet och arbete ska gälla alla, oavsett funktionsförmåga. Lönestödet utökas. Nya anställningar på Samhall möjliggörs. Stödet till funktionshindersrörelsen höjs. ",2015-09-15,Stefan Löfven
